Order_ID,Order_Date,Customer_ID,Customer_Name,Segment,Region,State,Category,Sub_Category,Product_Name,Quantity,Discount,Sales,Profit
ORD-00190,2024-02-10,CUST-0056,Benjamin Moore,Small Business,West,Oregon,Furniture,Chairs,Ergonomic Office Chair,2,0,713.22,121.55
ORD-00617,2024-02-11,CUST-0029,Ava Davis,Small Business,West,California,Office Supplies,Storage,File Storage Box,8,0,293.63,79.63
ORD-00939,2024-02-12,CUST-0123,Mason Taylor,Consumer,East,Massachusetts,Furniture,Bookcases,Office Bookcase,2,0,425.91,68.79
ORD-00138,2024-02-13,CUST-0243,Liam Brown,Home Office,West,Arizona,Office Supplies,Storage,File Storage Box,6,0.1,198.63,44.04
ORD-00265,2024-02-13,CUST-0102,Benjamin Smith,Home Office,South,Georgia,Technology,Phones,Smartphone,8,0,4811.86,933.27
ORD-00365,2024-02-13,CUST-0117,Liam Johnson,Small Business,Central,Ohio,Technology,Accessories,Wireless Mouse,4,0.1,141.76,19.93
ORD-00567,2024-02-14,CUST-0236,Jack Moore,Corporate,West,California,Technology,Monitors,27-inch Monitor,2,0,593.74,136.81
ORD-00730,2024-02-14,CUST-0027,Daniel Clark,Corporate,Central,Tennessee,Office Supplies,Paper,Printer Paper Case,2,0,83.24,23.72
ORD-00842,2024-02-15,CUST-0092,Mason Harris,Corporate,South,Virginia,Furniture,Chairs,Ergonomic Office Chair,8,0,2321.73,319.88
ORD-00957,2024-02-15,CUST-0020,Lucas Moore,Small Business,Central,Tennessee,Furniture,Bookcases,Office Bookcase,4,0,763.96,107.1
ORD-00193,2024-02-16,CUST-0149,Henry Thomas,Corporate,Central,Ohio,Office Supplies,Binders,Premium Binder Pack,4,0.15,75.02,15.05
ORD-00662,2024-02-16,CUST-0007,Luna Thomas,Consumer,West,Arizona,Office Supplies,Writing,Pen Set,8,0.15,116.88,19.51
ORD-00884,2024-02-17,CUST-0152,Amelia Taylor,Consumer,South,Florida,Office Supplies,Storage,File Storage Box,5,0.05,138.65,31.97
ORD-00887,2024-02-18,CUST-0248,Noah White,Consumer,Central,Michigan,Furniture,Chairs,Ergonomic Office Chair,7,0,2429.8,452.87
ORD-00410,2024-02-20,CUST-0113,Emma Taylor,Consumer,Central,Texas,Technology,Accessories,Wireless Keyboard,1,0,62.84,12.02
ORD-00040,2024-02-21,CUST-0136,Daniel Lewis,Small Business,East,Maryland,Office Supplies,Storage,File Storage Box,4,0.2,93.47,8.96
ORD-00156,2024-02-22,CUST-0196,Daniel Anderson,Consumer,Central,Texas,Office Supplies,Binders,Premium Binder Pack,4,0,98.82,30.18
ORD-00339,2024-02-24,CUST-0175,Sophia Wilson,Consumer,South,Florida,Technology,Accessories,Wireless Keyboard,1,0,52.36,14.06
ORD-00899,2024-02-24,CUST-0058,Jack Harris,Home Office,South,South Carolina,Technology,Phones,Smartphone,1,0.1,556.84,25.14
ORD-00462,2024-02-26,CUST-0155,Mason Jackson,Consumer,South,South Carolina,Technology,Accessories,Wireless Keyboard,6,0,303.35,70.39
ORD-00270,2024-02-27,CUST-0215,Ethan Miller,Corporate,Central,Tennessee,Furniture,Bookcases,Office Bookcase,4,0.1,838.07,28.57
ORD-00943,2024-02-28,CUST-0168,Lucas Thomas,Corporate,East,New York,Technology,Phones,Smartphone,3,0.05,1720.53,189.53
ORD-00273,2024-03-01,CUST-0217,Evelyn White,Consumer,Central,Illinois,Office Supplies,Paper,Printer Paper Case,1,0,43.61,13.51
ORD-00421,2024-03-05,CUST-0157,Mason Jackson,Home Office,East,Massachusetts,Furniture,Bookcases,Office Bookcase,7,0,1501.6,269.74
ORD-00250,2024-03-06,CUST-0131,James Johnson,Home Office,West,Arizona,Office Supplies,Writing,Pen Set,5,0.15,87.46,12.96
ORD-00717,2024-03-06,CUST-0226,Benjamin Thompson,Home Office,South,South Carolina,Office Supplies,Storage,File Storage Box,7,0.1,221.37,44.36
ORD-00774,2024-03-06,CUST-0138,Evelyn Garcia,Consumer,East,New York,Office Supplies,Paper,Printer Paper Case,3,0.05,131.61,32.83
ORD-00483,2024-03-07,CUST-0197,James Lewis,Corporate,West,Colorado,Technology,Laptops,Business Laptop,8,0,6629.25,1030.0
ORD-00910,2024-03-07,CUST-0032,Liam Garcia,Small Business,Central,Michigan,Technology,Monitors,27-inch Monitor,5,0,1403.56,328.84
ORD-00008,2024-03-08,CUST-0102,Harper Wilson,Small Business,Central,Michigan,Technology,Monitors,27-inch Monitor,4,0.1,1125.55,135.19
ORD-00145,2024-03-08,CUST-0197,Henry Clark,Consumer,East,Maryland,Technology,Phones,Smartphone,5,0.05,3550.29,375.43
ORD-00295,2024-03-08,CUST-0226,Luna Smith,Corporate,South,Virginia,Technology,Accessories,Wireless Keyboard,5,0.15,237.69,29.57
ORD-00555,2024-03-08,CUST-0045,Daniel Thompson,Corporate,West,Oregon,Office Supplies,Paper,Printer Paper Case,7,0,259.25,68.6
ORD-00603,2024-03-08,CUST-0117,Emma Johnson,Corporate,East,Massachusetts,Office Supplies,Writing,Pen Set,6,0.05,106.97,30.17
ORD-00184,2024-03-09,CUST-0013,Lucas Johnson,Home Office,South,South Carolina,Technology,Accessories,Wireless Mouse,2,0.1,56.01,8.26
ORD-00978,2024-03-09,CUST-0177,Sophia Lewis,Home Office,East,New York,Office Supplies,Binders,Premium Binder Pack,8,0.1,180.58,25.44
ORD-00016,2024-03-10,CUST-0125,Mia Robinson,Corporate,South,North Carolina,Technology,Accessories,Wireless Mouse,1,0.2,27.14,0.09
ORD-00386,2024-03-10,CUST-0205,Isabella Martin,Small Business,West,California,Technology,Monitors,27-inch Monitor,7,0.15,1820.83,151.62
ORD-00855,2024-03-11,CUST-0108,Evelyn Moore,Small Business,East,New York,Technology,Accessories,Wireless Keyboard,5,0.05,235.66,36.39
ORD-00358,2024-03-12,CUST-0178,Luna Wilson,Small Business,South,Georgia,Furniture,Chairs,Ergonomic Office Chair,4,0,1314.54,222.61
ORD-00748,2024-03-12,CUST-0046,James Miller,Corporate,West,California,Technology,Phones,Smartphone,7,0.1,4064.48,249.9
ORD-00512,2024-03-13,CUST-0164,Emma Johnson,Home Office,South,North Carolina,Technology,Phones,Smartphone,5,0.2,2601.01,-349.02
ORD-00938,2024-03-15,CUST-0157,Olivia Robinson,Home Office,South,South Carolina,Office Supplies,Storage,File Storage Box,1,0,36.64,10.4
ORD-00115,2024-03-16,CUST-0020,Olivia Lewis,Home Office,South,Georgia,Office Supplies,Writing,Pen Set,5,0.05,85.67,26.83
ORD-00146,2024-03-16,CUST-0200,Daniel Clark,Corporate,East,Massachusetts,Furniture,Desks,Standing Desk,8,0.05,4203.46,540.91
ORD-00873,2024-03-16,CUST-0081,Harper Miller,Corporate,West,California,Office Supplies,Binders,Premium Binder Pack,8,0.15,146.98,16.45
ORD-00809,2024-03-17,CUST-0185,Ava Johnson,Corporate,East,New Jersey,Technology,Phones,Smartphone,6,0,4195.79,579.77
ORD-00975,2024-03-17,CUST-0132,Olivia Jackson,Consumer,South,South Carolina,Furniture,Bookcases,Office Bookcase,6,0,1281.3,239.29
ORD-00361,2024-03-18,CUST-0104,Luna Moore,Consumer,Central,Texas,Furniture,Bookcases,Office Bookcase,1,0.2,170.85,3.18
ORD-00509,2024-03-18,CUST-0198,Isabella Anderson,Corporate,Central,Michigan,Furniture,Desks,Standing Desk,8,0,4524.94,724.36
ORD-00368,2024-03-19,CUST-0210,Noah Taylor,Home Office,West,Washington,Technology,Accessories,Wireless Mouse,5,0,161.1,40.95
ORD-00561,2024-03-19,CUST-0043,Daniel Jackson,Small Business,Central,Tennessee,Furniture,Desks,Standing Desk,4,0.2,1746.48,-170.94
ORD-00963,2024-03-19,CUST-0059,Luna Wilson,Corporate,Central,Tennessee,Office Supplies,Writing,Pen Set,6,0.15,92.78,19.49
ORD-00996,2024-03-20,CUST-0043,Mia Thompson,Consumer,South,Florida,Furniture,Bookcases,Office Bookcase,7,0,1594.01,314.55
ORD-00166,2024-03-21,CUST-0212,Daniel Anderson,Small Business,South,Georgia,Furniture,Bookcases,Office Bookcase,6,0.05,1265.36,109.88
ORD-00022,2024-03-23,CUST-0031,Luna Taylor,Consumer,East,New York,Office Supplies,Writing,Pen Set,3,0,56.2,16.93
ORD-00647,2024-03-27,CUST-0101,Liam Wilson,Consumer,South,Virginia,Technology,Phones,Smartphone,6,0,3854.94,613.19
ORD-00633,2024-03-29,CUST-0043,Ava Thompson,Home Office,West,Oregon,Technology,Accessories,Wireless Mouse,5,0.2,140.72,-2.1
ORD-00525,2024-03-31,CUST-0136,Noah Lewis,Small Business,East,New Jersey,Furniture,Chairs,Ergonomic Office Chair,5,0,1613.74,205.38
ORD-00614,2024-04-01,CUST-0012,Ava Garcia,Small Business,Central,Michigan,Technology,Accessories,Wireless Keyboard,6,0.15,287.01,16.58
ORD-00272,2024-04-02,CUST-0085,Jack Moore,Corporate,East,New Jersey,Technology,Laptops,Business Laptop,1,0,886.08,162.17
ORD-00568,2024-04-02,CUST-0091,Ethan Martinez,Corporate,East,Massachusetts,Technology,Laptops,Business Laptop,3,0.2,2206.21,-2.44
ORD-00262,2024-04-03,CUST-0210,Ethan Smith,Home Office,East,Massachusetts,Technology,Accessories,Wireless Keyboard,4,0,217.14,44.93
ORD-00027,2024-04-04,CUST-0164,Sophia Miller,Home Office,West,Arizona,Technology,Laptops,Business Laptop,7,0.2,4544.39,222.56
ORD-00237,2024-04-05,CUST-0014,Amelia Thomas,Corporate,Central,Illinois,Technology,Monitors,27-inch Monitor,6,0,1515.79,331.05
ORD-00869,2024-04-05,CUST-0008,Jack Robinson,Consumer,East,Massachusetts,Technology,Accessories,Wireless Mouse,2,0,69.87,17.7
ORD-00173,2024-04-07,CUST-0099,Lucas Thompson,Small Business,South,Florida,Furniture,Desks,Standing Desk,3,0,1573.9,158.36
ORD-00238,2024-04-07,CUST-0175,Harper Smith,Consumer,West,California,Furniture,Bookcases,Office Bookcase,1,0,211.83,31.85
ORD-00784,2024-04-07,CUST-0026,Liam Miller,Small Business,Central,Tennessee,Office Supplies,Storage,File Storage Box,6,0.15,168.83,18.41
ORD-00578,2024-04-08,CUST-0052,Mason Garcia,Home Office,Central,Tennessee,Furniture,Chairs,Ergonomic Office Chair,2,0.15,598.32,-4.63
ORD-00019,2024-04-10,CUST-0238,Lucas Miller,Home Office,South,Florida,Office Supplies,Writing,Pen Set,1,0.15,17.59,3.02
ORD-00706,2024-04-10,CUST-0173,Isabella Anderson,Small Business,South,Georgia,Technology,Accessories,Wireless Mouse,2,0,68.41,15.74
ORD-00091,2024-04-11,CUST-0095,Mia Thompson,Home Office,East,New Jersey,Furniture,Desks,Standing Desk,8,0.1,3707.28,-126.59
ORD-00577,2024-04-11,CUST-0098,Jack Jackson,Corporate,East,Pennsylvania,Technology,Laptops,Business Laptop,1,0.2,610.93,-8.48
ORD-00821,2024-04-12,CUST-0165,Liam Wilson,Corporate,East,New York,Furniture,Chairs,Ergonomic Office Chair,7,0.05,1913.99,218.03
ORD-00274,2024-04-13,CUST-0112,Benjamin Jackson,Corporate,Central,Michigan,Furniture,Chairs,Ergonomic Office Chair,6,0,1885.85,331.74
ORD-00987,2024-04-14,CUST-0059,Lucas Johnson,Small Business,South,North Carolina,Office Supplies,Writing,Pen Set,7,0.2,101.9,13.07
ORD-00878,2024-04-15,CUST-0227,Harper Martin,Small Business,East,Massachusetts,Office Supplies,Binders,Premium Binder Pack,5,0,131.33,39.91
ORD-00052,2024-04-18,CUST-0112,Ethan Martinez,Small Business,South,Florida,Office Supplies,Storage,File Storage Box,7,0,235.56,69.17
ORD-00353,2024-04-18,CUST-0238,Harper Harris,Home Office,South,Georgia,Office Supplies,Writing,Pen Set,5,0.2,76.69,5.56
ORD-00050,2024-04-20,CUST-0242,Mia Brown,Corporate,South,South Carolina,Technology,Monitors,27-inch Monitor,1,0,289.93,56.18
ORD-00728,2024-04-20,CUST-0139,Amelia Martin,Consumer,South,Florida,Office Supplies,Writing,Pen Set,6,0,111.43,33.28
ORD-00162,2024-04-22,CUST-0053,Henry Martinez,Home Office,South,Virginia,Furniture,Bookcases,Office Bookcase,4,0,839.23,140.29
ORD-00805,2024-04-22,CUST-0082,Liam Miller,Consumer,West,California,Technology,Monitors,27-inch Monitor,5,0,1338.05,264.43
ORD-00715,2024-04-23,CUST-0232,Mia Wilson,Corporate,West,Colorado,Technology,Accessories,Wireless Keyboard,3,0.1,147.46,13.33
ORD-00028,2024-04-24,CUST-0150,Daniel Wilson,Home Office,West,Oregon,Technology,Laptops,Business Laptop,2,0.15,1624.27,74.73
ORD-00543,2024-04-24,CUST-0006,Mason Martin,Corporate,South,South Carolina,Technology,Monitors,27-inch Monitor,3,0.05,734.67,146.61
ORD-00807,2024-04-24,CUST-0085,James White,Small Business,Central,Ohio,Technology,Monitors,27-inch Monitor,2,0.15,420.64,28.57
ORD-00228,2024-04-25,CUST-0211,Liam Thompson,Corporate,West,Oregon,Office Supplies,Writing,Pen Set,2,0,39.21,12.27
ORD-00792,2024-04-25,CUST-0031,Mason Thomas,Home Office,West,Washington,Office Supplies,Paper,Printer Paper Case,6,0.15,202.94,28.5
ORD-00322,2024-04-26,CUST-0218,Benjamin Martin,Corporate,Central,Ohio,Technology,Accessories,Wireless Keyboard,7,0.05,416.89,69.44
ORD-00981,2024-04-26,CUST-0216,Benjamin Lewis,Home Office,West,Arizona,Furniture,Desks,Standing Desk,6,0.15,2618.81,125.36
ORD-00219,2024-04-27,CUST-0239,Lucas Martinez,Corporate,Central,Texas,Furniture,Bookcases,Office Bookcase,1,0.2,163.4,4.72
ORD-00941,2024-04-28,CUST-0050,Isabella Martin,Consumer,West,Oregon,Technology,Accessories,Wireless Keyboard,8,0,493.78,105.22
ORD-00564,2024-04-29,CUST-0210,Harper Lewis,Small Business,West,Colorado,Technology,Phones,Smartphone,3,0,1968.47,300.45
ORD-00558,2024-05-02,CUST-0149,Benjamin Clark,Home Office,West,Washington,Technology,Laptops,Business Laptop,5,0.05,4636.95,765.56
ORD-00144,2024-05-04,CUST-0142,Luna White,Home Office,Central,Tennessee,Technology,Accessories,Wireless Mouse,4,0.2,102.76,-5.39
ORD-00944,2024-05-05,CUST-0189,James Taylor,Home Office,West,Colorado,Furniture,Desks,Standing Desk,2,0,985.46,142.44
ORD-00652,2024-05-06,CUST-0189,Emma Thompson,Small Business,Central,Tennessee,Office Supplies,Paper,Printer Paper Case,1,0.2,35.47,3.26
ORD-00765,2024-05-06,CUST-0127,Mason Harris,Consumer,Central,Tennessee,Furniture,Bookcases,Office Bookcase,5,0.2,899.44,-11.52
ORD-00686,2024-05-07,CUST-0178,Olivia Wilson,Consumer,South,Florida,Furniture,Chairs,Ergonomic Office Chair,2,0,732.88,139.33
ORD-00724,2024-05-07,CUST-0040,Harper White,Corporate,South,South Carolina,Technology,Monitors,27-inch Monitor,7,0,1765.86,390.19
ORD-00417,2024-05-08,CUST-0089,Harper Moore,Consumer,East,Maryland,Technology,Phones,Smartphone,8,0,5020.7,893.78
ORD-00737,2024-05-08,CUST-0061,Evelyn Brown,Home Office,South,South Carolina,Technology,Accessories,Wireless Mouse,2,0,72.8,20.67
ORD-00524,2024-05-09,CUST-0241,Ethan Lewis,Consumer,West,Colorado,Furniture,Bookcases,Office Bookcase,4,0,884.31,147.75
ORD-00762,2024-05-10,CUST-0138,Mia Harris,Home Office,South,Virginia,Office Supplies,Paper,Printer Paper Case,6,0.05,247.96,50.96
ORD-00391,2024-05-11,CUST-0129,James Harris,Corporate,West,Washington,Furniture,Chairs,Ergonomic Office Chair,1,0.1,320.52,16.02
ORD-00109,2024-05-12,CUST-0207,James Brown,Home Office,West,Colorado,Technology,Accessories,Wireless Keyboard,7,0.1,370.75,53.75
ORD-00508,2024-05-13,CUST-0048,Noah Miller,Small Business,South,North Carolina,Furniture,Chairs,Ergonomic Office Chair,7,0.15,2100.52,8.35
ORD-00334,2024-05-17,CUST-0215,Luna Garcia,Corporate,West,Oregon,Office Supplies,Writing,Pen Set,8,0,147.34,53.66
ORD-00418,2024-05-17,CUST-0179,Benjamin Moore,Corporate,West,Arizona,Furniture,Bookcases,Office Bookcase,5,0,1061.58,166.16
ORD-00560,2024-05-18,CUST-0245,James Johnson,Small Business,Central,Michigan,Furniture,Bookcases,Office Bookcase,6,0,1126.79,211.01
ORD-00226,2024-05-19,CUST-0105,Benjamin Martin,Home Office,Central,Texas,Office Supplies,Storage,File Storage Box,4,0.2,100.73,6.18
ORD-00594,2024-05-19,CUST-0165,Liam Garcia,Consumer,East,Pennsylvania,Technology,Monitors,27-inch Monitor,1,0,306.1,64.15
ORD-00128,2024-05-20,CUST-0195,Benjamin Thompson,Consumer,South,Georgia,Technology,Accessories,Wireless Keyboard,1,0,62.02,15.8
ORD-00196,2024-05-20,CUST-0096,Liam Lewis,Home Office,South,North Carolina,Office Supplies,Binders,Premium Binder Pack,4,0,102.81,31.41
ORD-00447,2024-05-21,CUST-0233,Ava Martin,Corporate,East,Pennsylvania,Furniture,Desks,Standing Desk,4,0.2,1526.37,-94.25
ORD-00964,2024-05-21,CUST-0108,Evelyn Wilson,Home Office,West,Oregon,Furniture,Desks,Standing Desk,5,0.2,1991.51,-179.88
ORD-00195,2024-05-23,CUST-0016,Evelyn Johnson,Consumer,East,Massachusetts,Technology,Accessories,Wireless Keyboard,8,0,496.13,117.96
ORD-00355,2024-05-24,CUST-0243,Olivia Thomas,Corporate,South,Virginia,Office Supplies,Writing,Pen Set,2,0,31.73,10.42
ORD-00441,2024-05-24,CUST-0044,Liam Thomas,Corporate,West,Oregon,Furniture,Bookcases,Office Bookcase,1,0.05,206.96,15.32
ORD-00519,2024-05-24,CUST-0063,Ava Smith,Corporate,South,North Carolina,Furniture,Bookcases,Office Bookcase,8,0.15,1263.99,-20.21
ORD-00919,2024-05-27,CUST-0078,Mason Smith,Home Office,South,South Carolina,Office Supplies,Writing,Pen Set,8,0,135.41,48.3
ORD-00395,2024-05-29,CUST-0229,Evelyn Robinson,Small Business,West,Colorado,Technology,Accessories,Wireless Mouse,3,0.05,109.48,21.86
ORD-00783,2024-05-29,CUST-0097,Noah Davis,Corporate,Central,Ohio,Technology,Monitors,27-inch Monitor,4,0,988.58,244.37
ORD-00098,2024-05-31,CUST-0084,Amelia Lewis,Small Business,South,Georgia,Furniture,Chairs,Ergonomic Office Chair,2,0,620.27,98.84
ORD-00546,2024-05-31,CUST-0183,Daniel Thomas,Corporate,Central,Ohio,Technology,Laptops,Business Laptop,6,0,5115.81,1141.7
ORD-00290,2024-06-02,CUST-0237,Noah Clark,Consumer,West,California,Office Supplies,Binders,Premium Binder Pack,3,0.1,67.31,14.75
ORD-00593,2024-06-02,CUST-0144,Henry Martin,Consumer,West,Washington,Technology,Phones,Smartphone,4,0,2460.4,398.03
ORD-00858,2024-06-03,CUST-0173,Henry Anderson,Consumer,Central,Ohio,Technology,Laptops,Business Laptop,8,0,6900.98,1458.05
ORD-00897,2024-06-03,CUST-0095,Noah Johnson,Home Office,Central,Michigan,Technology,Accessories,Wireless Mouse,7,0.1,219.69,30.69
ORD-00010,2024-06-05,CUST-0153,Harper Martinez,Small Business,South,North Carolina,Technology,Phones,Smartphone,3,0.2,1659.42,-127.68
ORD-00894,2024-06-06,CUST-0223,Jack Martinez,Corporate,Central,Michigan,Furniture,Desks,Standing Desk,2,0,976.63,183.37
ORD-00402,2024-06-08,CUST-0189,Mason Thompson,Corporate,South,Georgia,Furniture,Chairs,Ergonomic Office Chair,2,0.15,625.17,-15.28
ORD-00838,2024-06-09,CUST-0055,Amelia Lewis,Consumer,Central,Illinois,Office Supplies,Binders,Premium Binder Pack,5,0,122.5,33.23
ORD-00528,2024-06-10,CUST-0114,Luna Clark,Small Business,South,Virginia,Technology,Accessories,Wireless Keyboard,1,0.05,53.24,8.47
ORD-00813,2024-06-12,CUST-0117,Evelyn Martinez,Small Business,East,Pennsylvania,Technology,Laptops,Business Laptop,4,0.1,3268.43,256.27
ORD-00318,2024-06-13,CUST-0085,Lucas Smith,Consumer,Central,Michigan,Technology,Monitors,27-inch Monitor,1,0.1,255.53,38.72
ORD-00959,2024-06-13,CUST-0028,Jack Moore,Small Business,Central,Tennessee,Technology,Laptops,Business Laptop,6,0,4888.53,944.52
ORD-00743,2024-06-15,CUST-0185,James Martinez,Home Office,South,Florida,Furniture,Chairs,Ergonomic Office Chair,4,0.2,1037.71,1.61
ORD-00554,2024-06-16,CUST-0023,Ava Moore,Small Business,West,Colorado,Technology,Monitors,27-inch Monitor,7,0.15,1869.31,150.08
ORD-00014,2024-06-18,CUST-0139,Mia Thomas,Home Office,East,New Jersey,Office Supplies,Writing,Pen Set,5,0.1,90.36,17.5
ORD-00401,2024-06-19,CUST-0014,Emma Harris,Consumer,Central,Texas,Technology,Accessories,Wireless Mouse,7,0,221.92,53.83
ORD-00427,2024-06-19,CUST-0154,Harper White,Small Business,West,Colorado,Technology,Phones,Smartphone,3,0.1,1734.68,58.95
ORD-00966,2024-06-19,CUST-0109,James Wilson,Home Office,West,California,Furniture,Bookcases,Office Bookcase,2,0,427.99,70.59
ORD-00288,2024-06-20,CUST-0175,Henry Moore,Corporate,South,Florida,Technology,Accessories,Wireless Keyboard,4,0.2,164.04,3.6
ORD-00643,2024-06-20,CUST-0182,Harper Martinez,Home Office,South,Virginia,Technology,Phones,Smartphone,2,0.2,972.87,-17.36
